regNum;fullTitle;dept;dNum;titleString;day;time1;time2;location;building;room;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites;description
13977;ARTH 331 Seminar: The Art of Northern Europe;ARTH;331;Seminar: The Art of Northern Europe;Th;02:50 pm;05:20 pm ;Jewett Art Center-452;Jewett Art Center;452;1;7;8;15;;ARS;Arts, Music, Theatre, Film and Video;(s);<strong>Topic for 2016-17:&nbsp|Virtue, Vice, and Violence: Erotic themes in early modern prints and paintings </strong>|Love, marriage, same-sex desire, prostitution, rape, murder--these were themes addressed by some of the most ambitious artists of the 15th through 17th centuries. The class will examine how, in registering a dawning sense of erotic possibility--and anxiety--these artists challenged and transformed the realist tradition in western European art. Special attention will be paid to works by D&uuml|rer, Cranach, Caravaggio, Rubens and Rembrandt.
13978;ARTH 335 Topics in Modern Art;ARTH;335;Topics in Modern Art;T;01:30 pm;04:00 pm ;Jewett Art Center-Aud;Jewett Art Center;Aud;1;6;39;45;;ARS;Arts, Music, Theatre, Film and Video;(s);<strong>Topic for 2016-17: Postwar Modern: Art, Architecture and Music in America, 1945-65</strong>|<strong></strong>[|]This interdisciplinary course examines the development of American modernism in art, design, music, and architecture from WWII to 1965, with special emphasis on the sites and institutional contexts of this development (e.g., Museum of Modern Art, Black Mountain College, Wellesley College, Harvard University, and MIT, among others). In addition to our study of Paul Rudolph, John Cage, and the de Koonings, among others, we will use two Davis Museum exhibitions, "Partners in Design: Alfred H. Barr, Jr. and Philip Johnson," and "Anni Albers" as our laboratories.<strong></strong>|
14206;ARTH 343 Seminar: Roman Monuments: Memory and Metamorphosis;ARTH;343;Seminar: Roman Monuments: Memory and Metamorphosis;Th;06:00 pm;08:30 pm ;Jewett Art Center-452;Jewett Art Center;452;1;11;2;13;;ARS;Arts, Music, Theatre, Film and Video;(s);Monuments like the Colosseum, Trajan&rsquo|s Column, and the Arch of Constantine have stood for nearly 2,000 years, but every generation has reframed their meaning. Each of our sessions will therefore evaluate the long life of a different monument from ancient Rome.  We will consider both the commemorative strategies that generated the art and architecture and the changing historical values that have prompted preservation or plunder of carved stone.  The seminar will also help research the Davis Museum&rsquo|s upcoming exhibit presenting Piranesi&rsquo|s etchings of the monuments as they appeared in the 18th century.
13979;ARTH 364 Women Filmmakers: History and Theory of Subversion;ARTH;364;Women Filmmakers: History and Theory of Subversion;W;09:50 am;12:20 pm ;Jewett Art Center-454;Jewett Art Center;454;1;12;3;15;;ARS;Arts, Music, Theatre, Film and Video;(s);A survey of the history of women making films and an exploration of the issues of representation using films directed by women from around the world. We will review the history and emergence of women/feminist filmmakers and examine the impact of feminism and feminist film theory on women filmmakers in particular, and the film industry in general. Required activities include weekly screenings of films, written analytical reports, and classroom presentations.
13982;ARTS 105 Drawing I;ARTS;105;Drawing I;MTh;09:50 am;12:20 pm ;Jewett Art Center-200;Jewett Art Center;200;1;12;6;6;;ARS;Arts, Music, Theatre, Film and Video;(s);A foundational course in observational drawing with attention to the articulation of line, shape, form, gesture, perspective, and value. Studio work introduces a range of traditional drawing tools and observational methods while exploring a variety of approaches to image making and visual expression. In-class drawing exercises and weekly homework assignments address a range of subjects including the human figure. Recommended for all students and required for those majoring in studio art or architecture.
10413;ARTS 105 Drawing I;ARTS;105;Drawing I;MTh;02:50 pm;05:20 pm ;Jewett Art Center-200;Jewett Art Center;200;1;12;6;6;;ARS;Arts, Music, Theatre, Film and Video;(s);A foundational course in observational drawing with attention to the articulation of line, shape, form, gesture, perspective, and value. Studio work introduces a range of traditional drawing tools and observational methods while exploring a variety of approaches to image making and visual expression. In-class drawing exercises and weekly homework assignments address a range of subjects including the human figure. Recommended for all students and required for those majoring in studio art or architecture.
10162;ARTS 108 Photo I: Introduction to Photography;ARTS;108;Photo I: Introduction to Photography;MTh;01:30 pm;04:00 pm ;Jewett Art Center-247;Jewett Art Center;247;1;13;1;14;;ARS;Arts, Music, Theatre, Film and Video;(s);Photo I is an introduction to the foundations of the medium. Digital color photography skills will be learned through camera work, lighting, retouching and printing. Conceptual, aesthetic, and critical skills essential to understanding photography's broader role in contemporary art and society will be learned through assignments, readings, discussions, lectures, gallery visits, and group critiques.|
14074;ARTS 111 Color Theory;ARTS;111;Color Theory;TF;09:50 am;12:20 pm ;Jewett Art Center-200;Jewett Art Center;200;1;8;8;6;;ARS;Arts, Music, Theatre, Film and Video;(s);In this studio-based course students are introduced to color theory through observation, experimentation, lectures, readings, discussion, and of course studio projects. Color will be approached from a wide variety of fields covering sciences, philosophy, cultural and social studies, history and perception. The course will encourage students to consider the role of color in their personal work empowering them with its effective and expressive use. The goal of the course is to broaden the understanding of color for students via experience and its innumerable applications.
11256;ARTS 113 Three-Dimensional Design;ARTS;113;Three-Dimensional Design;TF;09:50 am;12:20 pm ;Beebe Hall-019;Beebe Hall;019;1;9;7;16;;ARS;Arts, Music, Theatre, Film and Video;None.;This introductory course explores the basic formal and spatial considerations when working with three-dimensional structure and form. Studio projects incorporate a range of materials and methods of visualization. Outside assignments and class discussions are aimed toward helping students enhance their creativity and spatial awareness while acquiring sensitivity for placement, process, and materials. Required for Architecture majors.
10121;ARTS 165 Introduction to Video Production;ARTS;165;Introduction to Video Production;TF;09:50 am;12:20 pm ;Jewett Art Center-464;Jewett Art Center;464;1;8;0;4;;ARS;Arts, Music, Theatre, Film and Video;(s);Introduction to the principles of video production with emphasis on developing basic skills of recording with a video camera, scripting, directing, and editing short videos.
