regNum;fullTitle;dept;dNum;titleString;day;time1;time2;credit;enrollment;available;max;distributions;distCode;distDescription;prerequisites
10253;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;T;12:30 pm;04:00 pm;0;15;1;16;;NPS;QRF;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111T/BISC 113. ;A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10224;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;T;06:00 pm;09:30 pm;0;6;10;16;;NPS;QRF;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111T/BISC 113. ;A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
10263;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;W;02:15 pm;05:45 pm;0;14;2;16;;NPS;QRF;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111T/BISC 113. ;A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
12328;BISC 111 Introductory Organismal Biology with Laboratory;BISC;111;Introductory Organismal Biology with Laboratory;F;01:00 pm;04:30 pm;0;6;10;16;;NPS;QRF;Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111T/BISC 113. ;A study of life, ranging from the physiology of organisms to the structure of ecosystems. The main themes of the course are evolution and biodiversity, form and function in plants and animals, and ecological interactions among organisms. The course provides the fundamental tools for exploration of organismal biology with the aim of enhancing conceptual understanding. Laboratories focus on experimental approaches to these topics and are shared with BISC 113. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
;;;;;;;;;;;;;;;;
;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;; <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ;;;;;;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;;;
11628;;;class="coursedetail;;M;11:10 am;12:20 pm;1;8;8;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
;;;;;;;;;;;;;;;;
;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;; <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ;;;;;;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;;;
11629;;;class="coursedetail;;Th;11:10 am;12:20 pm;1;13;3;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11684;;;class="col-xs-12;;M;01:30 pm;05:00 pm;0;11;5;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;
;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;; <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ;;;;;;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;;;
;;;;;;;;;;;;;;;;
;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;; <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ;;;;;;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;;;
11685;;;class="professorname";;M;06:00 pm;09:30 pm;0;10;6;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;Seminar-style introduction to life at the cellular and molecular level, designed as an alternative to BISC 110 for students with strong high school preparation (such as AP, IB, or other). The course will include eukaryotic and prokaryotic cell structure, function of biological macromolecules, cellular metabolism, molecular genetics, and mechanisms of growth and differentiation, with an emphasis on experimental approaches to investigating these topics. This course will aim to develop students' skills in data analysis and scientific writing along with building foundational knowledge in the field. Lab sections are shared with BISC 110. This course differs from BISC 110 in its small class size and discussion-based format| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11686;;;class="col-xs-12;;T;12:30 pm;04:00 pm;0;12;4;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;
;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;; <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ;;;;;;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;;;
11687;;;class="col-xs-12;;Th;01:00 pm;04:30 pm;0;13;3;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;
;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;; <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ;;;;;;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;;;
11688;;;class="col-xs-12;;Th;06:00 pm;09:30 pm;0;5;11;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;
;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;; <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ;;;;;;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;;;
11841;;;class="col-xs-12;;F;01:00 pm;04:30 pm;0;3;13;16;;NPS;Natural and Physical Science;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 110 or BISC 116. ;
;BISC 112 Exploration of Cellular and Molecular Biology with Laboratory;BISC;112;Exploration of Cellular and Molecular Biology with Laboratory;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;; <script type="text/javascript" src="https://ws.sharethis.com/button/buttons.js"></script> ;;;;;;<html><head><script type="text/javascript">var switchTo5x=true;</script><!;;;
11630;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;M;11:10 am;12:20 pm;1;7;9;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
11631;BISC 113 Exploration of Organismal Biology with Laboratory;BISC;113;Exploration of Organismal Biology with Laboratory;Th;11:10 am;12:20 pm;1;10;6;16;;NPS;QRF;A score of 4 or 5 on the Biology AP exam or equivalent experience or permission of the instructor. Fulfillment of the basic skills component of the Quantitative Reasoning requirement. Not open to students who have taken BISC 111/BISC 111T. ;An exploration of the central questions, concepts, and methods of experimental analysis in selected areas of organismal biology, designed as an alternative to BISC 111 for students with strong high school preparation (such as AP, IB, or other). Topics include: the evolution and diversification of life, the form and function of plants and animals, and ecological interactions among organisms, with an emphasis on laboratory methods, data analysis, and science writing.&nbsp|Lab sections are shared with BISC 111. This course differs from BISC 111 in its smaller class size, a seminar-style format, and a focus on discussion of landmark scientific studies that shape this field| it meets for one discussion and one lab session per week. Either BISC 110/BISC 112/BISC 116 or BISC 111/BISC 111T/BISC 113 may be taken first. Students must attend lab during the first week in order to continue in the course.
